date,PRECTOTCORR,T2M,T2M_MAX,T2M_MIN,RH2M,WS2M
2011-03-27,0.0,31.15,41.98,22.99,43.4,1.99
2011-03-28,0.0,30.51,40.8,22.78,51.92,2.05
2011-03-29,0.0,30.59,40.57,22.14,43.91,2.65
2011-03-30,0.0,30.51,40.0,22.51,35.5,2.91
2011-03-31,0.0,30.69,39.75,23.63,29.33,3.0
2011-04-01,0.0,28.25,36.87,21.56,52.88,2.44
2011-04-02,0.0,27.58,36.22,20.78,60.64,2.07
2011-04-03,0.0,27.95,35.64,22.7,56.47,2.06
2011-04-04,0.0,28.57,37.03,21.8,49.07,1.86
2011-04-05,0.0,29.17,38.53,22.73,43.99,1.77
2011-04-06,0.0,29.22,39.41,21.87,48.16,2.33
2011-04-07,0.0,29.19,37.82,22.2,53.79,2.64
2011-04-08,0.0,29.95,38.85,23.57,56.4,1.78
2011-04-09,0.0,29.88,38.54,23.51,56.11,1.78
2011-04-10,0.0,30.51,40.28,23.65,52.97,1.95
2011-04-11,0.0,30.32,38.74,24.05,54.42,2.07
2011-04-12,0.04,30.95,40.47,24.83,51.24,2.27
2011-04-13,0.0,31.48,39.95,25.78,53.41,1.92
2011-04-14,0.0,30.32,38.22,24.13,60.41,2.1
2011-04-15,0.0,30.34,37.93,24.52,59.8,1.94
2011-04-16,0.0,31.05,39.11,25.05,57.71,2.22
2011-04-17,0.0,31.45,39.76,25.23,54.63,2.19
2011-04-18,0.0,30.78,37.53,24.8,58.57,2.17
2011-04-19,0.0,30.98,38.97,24.07,55.43,2.08
2011-04-20,0.0,30.55,38.43,24.91,56.05,2.03
2011-04-21,0.0,30.64,38.52,24.5,54.77,1.84
2011-04-22,0.0,30.43,38.83,24.42,56.85,1.87
2011-04-23,0.0,30.74,39.88,23.0,55.3,2.06
2011-04-24,0.25,31.15,38.6,26.1,52.46,2.21
2011-04-25,6.6,30.93,39.1,25.5,53.3,1.85
2011-04-26,0.0,31.14,41.15,24.33,54.87,2.11
2011-04-27,0.0,31.06,40.51,25.12,57.22,2.0
2011-04-28,0.0,31.06,40.01,25.0,60.92,2.21
2011-04-29,0.0,31.25,39.46,25.65,59.06,3.19
2011-04-30,0.0,32.04,41.38,25.47,56.3,3.09
2011-05-01,0.0,31.65,39.29,26.68,59.38,2.64
2011-05-02,0.0,31.48,38.75,26.58,55.75,2.58
2011-05-03,0.0,30.46,38.15,24.67,58.63,2.73
2011-05-04,0.0,30.08,36.9,25.46,61.06,2.9
2011-05-05,0.0,29.97,37.47,24.61,59.52,2.49
2011-05-06,0.0,30.07,37.29,25.09,59.52,2.6
2011-05-07,0.0,29.61,36.38,25.05,61.82,3.0
2011-05-08,0.0,30.31,37.48,25.87,61.14,2.69
2011-05-09,0.0,30.53,37.09,26.36,59.65,2.79
2011-05-10,0.0,30.11,36.74,25.81,60.56,2.55
2011-05-11,0.0,29.94,37.34,25.24,58.38,2.66
2011-05-12,0.0,29.57,36.72,24.21,62.16,2.59
2011-05-13,0.0,30.04,37.25,24.98,61.95,2.71
2011-05-14,0.0,30.44,38.53,25.51,62.24,2.62
2011-05-15,0.0,30.88,39.08,25.13,59.57,2.43
2011-05-16,0.0,31.35,38.4,25.9,54.18,1.88
2011-05-17,0.0,31.73,39.93,25.43,52.91,3.24
2011-05-18,0.0,30.95,36.9,25.92,56.5,1.95
2011-05-19,0.0,31.01,37.42,26.82,60.12,2.8
2011-05-20,0.0,30.2,36.05,26.07,65.8,3.83
2011-05-21,0.0,30.67,35.15,27.51,66.54,4.85
2011-05-22,0.05,30.64,35.18,27.95,68.22,4.39
2011-05-23,0.01,30.83,35.48,27.83,67.67,3.12
2011-05-24,0.0,30.99,36.36,27.26,64.08,2.65
2011-05-25,0.07,31.01,37.32,26.78,62.96,2.62
2011-05-26,0.34,30.15,34.26,27.04,65.07,2.18
2011-05-27,1.43,31.79,38.72,26.69,59.16,2.96
2011-05-28,0.13,31.96,38.47,27.7,57.1,3.2
2011-05-29,0.06,31.75,37.69,27.99,62.63,3.39
2011-05-30,0.0,32.16,37.99,28.41,60.98,3.61
2011-05-31,0.0,31.43,36.09,28.3,64.53,3.33
2011-06-01,0.0,30.35,33.74,28.12,69.13,2.91
2011-06-02,8.29,30.89,36.51,27.22,51.93,2.05
2011-06-03,46.18,29.35,34.25,25.68,70.72,1.48
2011-06-04,75.74,28.71,32.13,25.93,81.45,2.15
2011-06-05,51.52,27.82,29.45,26.75,88.84,2.4
2011-06-06,21.45,29.49,33.32,26.87,83.53,2.79
2011-06-07,1.23,29.4,33.41,26.66,79.72,4.06
2011-06-08,9.6,27.71,28.73,26.77,87.46,7.2
2011-06-09,0.84,27.81,29.08,26.77,88.81,8.23
2011-06-10,0.0,27.4,29.16,26.2,88.02,7.82
2011-06-11,0.0,26.66,28.93,24.94,84.34,4.12
2011-06-12,0.0,27.84,31.79,24.69,82.59,5.03
2011-06-13,3.63,28.43,31.7,26.13,83.17,4.41
2011-06-14,14.96,28.04,31.85,25.24,82.52,3.77
2011-06-15,20.05,27.98,31.14,25.92,83.72,4.36
2011-06-16,14.7,27.76,30.28,26.16,85.78,5.48
2011-06-17,7.71,28.01,30.6,26.49,84.89,4.92
2011-06-18,0.85,28.08,31.2,25.84,82.21,5.33
2011-06-19,1.4,28.1,31.34,26.05,82.87,4.79
2011-06-20,8.62,27.94,30.66,25.97,83.28,4.82
2011-06-21,4.21,27.79,30.13,26.04,84.44,4.61
2011-06-22,4.12,27.99,30.56,26.37,84.68,4.78
2011-06-23,2.5,28.11,31.07,26.11,83.71,4.89
2011-06-24,1.33,28.16,31.12,26.1,83.15,4.72
2011-06-25,1.91,27.85,30.45,26.14,84.51,4.53
2011-06-26,9.31,27.59,29.72,26.25,85.11,5.12
2011-06-27,14.32,27.72,30.11,26.31,85.13,5.13
2011-06-28,16.17,27.35,29.49,26.07,86.66,4.96
2011-06-29,7.55,27.52,29.68,25.92,85.47,4.5
2011-06-30,2.05,27.85,30.4,26.03,84.65,3.72
2011-07-01,2.06,27.92,30.89,25.94,84.49,3.64
2011-07-02,16.27,27.78,31.13,25.44,84.66,3.59
2011-07-03,9.2,27.29,29.55,25.82,87.86,3.27
2011-07-04,8.55,27.57,30.49,25.32,86.04,2.41
2011-07-05,4.91,27.56,30.97,24.81,85.02,2.09
2011-07-06,20.82,26.34,28.49,24.62,82.0,1.74
2011-07-07,27.93,26.28,29.0,24.2,86.68,2.55
2011-07-08,80.73,25.94,27.48,24.58,90.05,3.61
2011-07-09,49.99,26.62,28.68,25.09,90.26,3.63
2011-07-10,14.8,27.27,29.94,25.37,86.69,3.98
2011-07-11,42.0,26.96,29.03,25.39,88.93,3.95
2011-07-12,38.75,26.87,29.21,25.18,89.18,3.71
2011-07-13,56.15,26.52,28.29,25.59,90.91,4.01
2011-07-14,65.07,25.8,27.65,24.17,90.96,3.61
2011-07-15,22.47,26.44,29.36,23.89,90.05,3.12
2011-07-16,59.12,26.5,28.34,25.16,92.11,4.08
2011-07-17,55.76,26.31,27.9,25.25,92.75,4.36
2011-07-18,65.82,26.51,27.65,25.65,94.18,5.13
2011-07-19,71.7,26.44,27.39,25.68,94.99,4.09
2011-07-20,23.13,26.19,27.33,25.4,93.67,3.94
2011-07-21,2.81,26.19,27.55,25.26,92.39,4.16
2011-07-22,3.14,26.11,27.72,25.09,92.57,3.73
2011-07-23,2.57,26.1,28.18,24.9,92.14,3.57
2011-07-24,1.52,26.6,29.42,24.55,89.6,3.02
2011-07-25,4.22,26.46,29.45,24.17,88.75,2.06
2011-07-26,26.53,25.82,28.03,24.3,91.42,3.26
2011-07-27,11.34,25.7,27.98,24.11,91.19,3.13
2011-07-28,71.3,26.15,28.36,24.38,90.24,3.01
2011-07-29,57.04,26.13,28.0,24.78,92.42,3.41
2011-07-30,101.51,25.98,27.17,25.32,94.68,3.98
2011-07-31,65.02,25.68,26.59,24.75,94.39,4.37
2011-08-01,30.38,25.31,26.28,24.33,94.5,4.1
2011-08-02,14.05,26.01,27.44,24.96,93.38,4.0
2011-08-03,4.09,25.95,27.95,24.83,92.7,3.48
2011-08-04,6.72,26.07,28.12,24.56,92.24,3.94
2011-08-05,8.22,26.42,28.84,25.0,90.54,4.25
2011-08-06,5.5,26.19,28.09,25.05,91.45,4.19
2011-08-07,2.47,26.22,28.04,25.0,91.19,3.95
2011-08-08,2.89,26.57,28.83,24.84,89.36,4.26
2011-08-09,2.86,26.21,27.79,24.99,90.44,4.45
2011-08-10,2.78,26.47,28.93,24.91,88.69,4.71
2011-08-11,4.53,26.41,28.62,24.98,88.93,5.19
2011-08-12,7.57,26.38,28.34,24.92,88.98,4.84
2011-08-13,9.22,25.92,27.73,24.79,91.33,4.01
2011-08-14,9.71,26.14,28.02,25.01,90.69,4.23
2011-08-15,3.92,26.45,29.1,24.96,89.71,3.75
2011-08-16,3.75,26.4,28.86,24.56,89.95,3.43
2011-08-17,3.56,26.38,28.94,24.79,89.4,3.07
2011-08-18,22.47,25.91,28.33,24.33,91.59,2.42
2011-08-19,12.1,25.73,27.79,24.03,91.09,1.78
2011-08-20,1.7,26.31,28.87,24.12,89.77,1.88
2011-08-21,2.58,26.34,29.1,24.56,88.53,1.61
2011-08-22,7.95,26.75,29.94,24.58,87.33,1.36
2011-08-23,5.8,25.92,27.68,24.37,91.7,2.04
2011-08-24,21.06,25.18,26.69,24.11,93.97,2.25
2011-08-25,15.02,25.74,28.51,23.9,91.57,2.52
2011-08-26,34.5,25.66,27.54,24.51,93.0,2.58
2011-08-27,145.0,25.5,26.97,24.53,94.18,3.65
2011-08-28,140.99,25.4,26.42,24.36,94.98,4.67
2011-08-29,84.56,25.83,27.18,25.02,94.21,5.06
2011-08-30,19.6,26.1,27.98,25.03,93.24,4.52
2011-08-31,4.8,26.49,29.05,24.71,92.67,3.2
2011-09-01,21.47,26.18,27.86,25.08,94.28,2.95
2011-09-02,46.23,26.12,27.41,25.16,94.57,3.18
2011-09-03,67.8,26.01,27.18,24.81,94.62,4.81
2011-09-04,28.15,26.67,28.31,25.56,92.85,4.83
2011-09-05,10.79,26.34,28.59,24.7,90.23,4.95
2011-09-06,20.14,26.29,28.11,25.2,92.12,5.3
2011-09-07,9.69,26.15,27.91,24.88,92.14,4.15
2011-09-08,2.09,26.1,28.63,24.55,90.99,3.49
2011-09-09,0.43,25.97,28.36,24.32,90.29,3.06
2011-09-10,2.56,26.07,28.59,24.22,90.82,3.05
2011-09-11,18.87,26.08,28.58,24.48,90.87,3.01
2011-09-12,10.99,26.03,28.67,24.14,90.73,3.07
2011-09-13,11.79,26.06,29.12,23.84,90.43,2.62
2011-09-14,18.28,26.12,28.91,24.03,91.88,2.27
2011-09-15,12.37,25.68,27.48,24.22,92.66,1.88
2011-09-16,1.71,25.88,28.67,23.75,90.39,2.35
2011-09-17,0.84,25.96,28.89,24.04,90.07,2.45
2011-09-18,1.84,25.79,28.9,23.47,89.26,2.09
2011-09-19,1.88,25.83,28.77,23.57,87.92,1.73
2011-09-20,5.5,25.63,28.66,23.39,89.2,1.88
2011-09-21,8.01,25.29,28.32,22.96,87.24,1.83
2011-09-22,4.4,25.46,28.61,22.97,84.54,1.61
2011-09-23,4.31,25.5,28.65,23.07,83.85,1.52
2011-09-24,0.89,25.68,29.21,23.13,84.83,1.44
2011-09-25,0.16,25.76,29.18,23.55,84.11,1.5
2011-09-26,0.0,25.54,29.54,22.9,81.76,1.24
2011-09-27,0.0,25.86,29.95,22.92,78.83,0.95
2011-09-28,16.51,25.99,29.66,23.21,80.91,1.03
2011-09-29,14.82,26.47,30.75,22.89,83.05,1.06
2011-09-30,5.74,26.78,31.18,23.25,80.83,1.21
2011-10-01,3.03,26.81,31.26,23.18,85.78,1.33
2011-10-02,6.65,26.62,30.03,24.35,87.12,1.67
2011-10-03,0.79,25.86,29.2,23.29,86.12,1.66
2011-10-04,0.69,25.24,29.04,22.32,84.38,1.55
2011-10-05,0.0,26.28,31.08,22.79,82.84,1.71
2011-10-06,1.05,26.47,32.12,21.79,78.96,1.6
2011-10-07,0.71,26.77,31.89,22.47,81.25,1.7
2011-10-08,5.16,27.03,31.37,23.34,83.11,1.33
2011-10-09,3.02,27.14,31.61,24.11,80.73,1.32
2011-10-10,0.14,27.05,32.05,23.0,79.82,1.72
2011-10-11,36.64,27.13,31.36,23.5,80.75,1.51
2011-10-12,38.75,26.79,30.45,23.35,82.58,1.48
2011-10-13,17.09,27.02,31.07,24.04,83.49,1.23
2011-10-14,3.51,27.33,31.86,23.49,84.6,1.34
2011-10-15,16.27,26.92,30.32,24.86,86.67,1.16
2011-10-16,28.98,27.76,32.03,23.76,78.62,0.81
2011-10-17,2.41,27.52,31.85,23.92,81.89,1.17
2011-10-18,0.9,27.75,31.98,24.29,79.14,1.09
2011-10-19,0.2,27.04,31.11,23.76,79.95,1.23
2011-10-20,0.06,27.35,31.74,23.71,75.79,0.99
2011-10-21,0.0,26.29,32.13,21.51,71.5,1.34
2011-10-22,0.0,24.82,32.67,18.8,65.83,2.56
2011-10-23,0.0,25.01,32.09,19.55,67.68,2.5
2011-10-24,0.0,24.21,31.24,19.11,68.51,2.75
2011-10-25,0.0,24.32,31.42,18.05,71.72,2.81
2011-10-26,0.0,25.24,32.44,19.98,73.98,3.02
2011-10-27,0.0,25.98,32.1,20.47,76.97,2.67
2011-10-28,0.0,26.52,31.15,23.36,80.41,2.13
2011-10-29,1.04,26.16,29.97,23.08,79.41,2.11
2011-10-30,0.64,26.63,31.16,22.61,80.34,1.73
2011-10-31,0.0,26.4,32.2,21.52,74.13,1.99
2011-11-01,0.0,25.76,31.84,20.13,71.72,2.39
2011-11-02,0.0,25.87,32.01,20.38,69.21,2.3
2011-11-03,0.0,25.46,31.82,20.05,71.16,2.27
2011-11-04,0.0,25.23,31.38,19.39,72.59,2.28
2011-11-05,0.0,25.75,32.0,20.33,72.23,2.17
2011-11-06,0.0,26.37,32.71,19.81,65.22,1.96
2011-11-07,0.0,26.04,32.77,19.45,62.84,1.56
2011-11-08,0.0,25.63,32.21,20.47,66.63,1.33
2011-11-09,0.0,25.23,32.19,19.1,66.79,1.9
2011-11-10,0.0,24.47,31.54,18.48,65.8,2.03
2011-11-11,0.0,24.43,32.26,18.16,67.86,1.7
2011-11-12,0.0,24.83,32.58,18.48,66.07,1.68
2011-11-13,0.0,25.09,32.79,18.48,64.95,1.58
2011-11-14,0.0,25.33,32.14,19.2,68.61,1.74
2011-11-15,0.0,25.56,32.18,19.73,69.25,2.0
2011-11-16,0.0,24.69,31.36,19.5,65.1,2.43
2011-11-17,0.0,23.17,30.51,16.65,57.38,2.48
2011-11-18,0.0,23.24,31.33,16.25,58.89,2.21
2011-11-19,0.0,23.53,31.91,16.89,60.69,2.3
2011-11-20,0.0,24.16,32.41,17.46,59.24,2.29
2011-11-21,0.0,23.94,31.71,17.54,59.43,2.72
2011-11-22,0.0,23.4,30.68,17.27,59.78,2.43
2011-11-23,0.0,22.57,30.38,16.56,60.63,2.91
2011-11-24,0.0,22.76,30.26,16.91,66.99,3.16
2011-11-25,0.0,23.03,30.33,17.47,65.56,3.15
2011-11-26,0.0,24.15,31.41,18.19,69.2,2.83
2011-11-27,0.0,26.08,32.21,21.75,72.58,2.43
2011-11-28,0.07,25.99,31.43,22.08,74.6,2.51
2011-11-29,0.34,27.19,32.34,22.14,71.78,2.09
2011-11-30,0.0,26.74,32.08,22.4,75.55,1.45
2011-12-01,0.0,25.84,32.15,21.07,76.16,1.48
2011-12-02,0.0,24.95,32.38,19.75,66.94,1.83
2011-12-03,0.0,23.79,33.02,16.88,57.96,2.06
2011-12-04,0.0,24.75,32.25,18.85,65.7,1.73
2011-12-05,0.0,24.99,31.99,19.76,70.36,1.36
2011-12-06,0.0,24.89,32.2,19.6,71.22,1.46
2011-12-07,0.0,24.64,32.35,18.84,66.88,1.63
2011-12-08,0.0,23.99,31.47,17.78,62.89,1.8
2011-12-09,0.0,23.42,31.67,17.05,60.39,1.71
2011-12-10,0.0,23.26,32.03,17.13,61.04,1.8
2011-12-11,0.0,22.47,31.53,16.2,58.39,1.58
2011-12-12,0.0,23.28,32.1,16.39,60.45,1.55
2011-12-13,0.0,24.17,32.33,17.87,63.07,2.29
2011-12-14,0.0,23.73,31.04,18.17,59.53,2.06
2011-12-15,0.0,23.54,31.46,17.69,57.59,1.76
2011-12-16,0.0,23.51,31.51,17.18,50.42,2.05
2011-12-17,0.0,22.93,31.65,15.54,51.1,1.98
2011-12-18,0.0,22.91,31.8,16.34,56.07,1.86
2011-12-19,0.0,22.81,31.17,16.91,60.48,2.27
2011-12-20,0.0,23.37,31.74,17.28,58.12,1.83
2011-12-21,0.0,22.98,31.84,17.25,56.58,2.19
2011-12-22,0.0,22.33,30.87,16.7,55.91,2.22
2011-12-23,0.0,22.65,31.76,15.56,52.07,1.96
2011-12-24,0.0,22.42,32.13,15.13,53.53,1.56
2011-12-25,0.0,22.31,32.51,15.25,51.35,1.83
2011-12-26,0.0,21.93,32.05,15.11,52.72,1.88
2011-12-27,0.0,20.91,30.64,14.21,51.62,1.67
2011-12-28,0.0,20.38,30.83,12.6,50.31,2.04
2011-12-29,0.0,20.92,31.35,13.37,51.01,1.94
2011-12-30,0.0,21.96,32.33,14.99,51.46,1.96
2011-12-31,0.0,23.03,31.37,16.52,61.59,2.38
2012-01-01,0.0,22.52,29.78,17.59,55.57,2.24
2012-01-02,0.0,22.42,31.23,16.21,60.0,1.57
2012-01-03,0.0,23.1,31.16,17.35,59.93,1.48
2012-01-04,0.0,23.06,31.79,17.36,60.26,1.4
2012-01-05,0.0,22.98,33.23,15.63,47.91,2.13
2012-01-06,0.0,23.03,32.03,17.22,53.27,1.83
2012-01-07,0.0,21.72,29.96,15.81,60.62,1.81
2012-01-08,0.0,20.75,29.07,15.11,60.16,2.11
2012-01-09,0.0,19.06,29.26,11.26,41.7,2.54
2012-01-10,0.0,20.06,29.99,12.05,47.27,2.21
2012-01-11,0.0,21.64,31.44,14.13,44.12,2.98
2012-01-12,0.0,21.78,31.36,14.05,38.63,3.33
2012-01-13,0.0,21.55,31.18,14.05,40.53,3.15
2012-01-14,0.0,21.67,31.35,14.61,43.77,2.42
2012-01-15,0.0,21.89,31.73,14.95,46.99,1.82
2012-01-16,0.0,21.63,30.86,14.97,53.34,1.63
2012-01-17,0.0,21.04,29.8,14.53,69.32,1.94
2012-01-18,0.0,20.6,27.34,16.21,74.14,1.99
2012-01-19,0.0,19.63,26.71,13.53,72.57,1.76
2012-01-20,0.0,20.05,28.84,13.0,61.23,2.05
2012-01-21,0.0,20.73,31.3,12.31,48.67,2.52
2012-01-22,0.0,21.6,28.96,15.74,65.4,1.8
2012-01-23,0.0,21.23,30.02,14.54,64.21,1.6
2012-01-24,0.0,21.9,30.69,14.69,53.94,1.75
2012-01-25,0.0,22.19,30.09,16.5,54.86,1.9
2012-01-26,0.0,21.56,29.62,15.58,59.65,2.18
2012-01-27,0.0,21.8,31.19,15.03,53.69,2.02
2012-01-28,0.0,21.15,29.25,15.12,53.04,1.91
2012-01-29,0.0,19.22,28.22,11.73,40.72,2.08
2012-01-30,0.0,21.16,31.76,13.01,50.78,1.96
2012-01-31,0.0,23.71,32.98,16.74,51.44,1.71
2012-02-01,0.0,24.86,34.27,17.91,48.82,2.27
2012-02-02,0.0,25.2,34.23,18.68,46.71,2.43
2012-02-03,0.0,25.3,34.53,18.59,40.77,2.51
2012-02-04,0.0,24.97,33.37,19.06,44.2,2.2
2012-02-05,0.0,23.99,32.93,17.45,51.27,2.5
2012-02-06,0.0,23.94,32.76,17.65,48.19,2.18
2012-02-07,0.0,22.82,30.6,16.92,41.3,2.68
2012-02-08,0.0,20.15,28.62,13.79,25.92,3.38
2012-02-09,0.0,19.96,31.34,11.18,22.73,2.81
2012-02-10,0.0,22.48,34.39,13.62,28.88,2.49
2012-02-11,0.0,24.1,34.98,16.74,41.15,2.93
2012-02-12,0.0,23.75,32.93,16.3,53.65,1.69
2012-02-13,0.0,24.27,34.51,16.82,46.55,1.54
2012-02-14,0.0,24.04,33.55,16.99,51.61,2.13
2012-02-15,0.0,23.82,32.95,17.49,37.59,2.28
2012-02-16,0.0,22.5,31.76,15.14,41.11,2.32
2012-02-17,0.0,23.93,35.75,14.49,28.03,1.99
2012-02-18,0.0,26.38,37.51,17.74,29.36,2.18
2012-02-19,0.0,27.73,38.06,19.92,31.0,2.06
2012-02-20,0.0,28.57,39.25,20.64,27.75,2.53
2012-02-21,0.0,28.69,39.53,20.72,24.64,2.44
2012-02-22,0.0,28.3,39.08,20.51,24.59,2.39
2012-02-23,0.0,27.97,38.63,19.99,25.37,2.53
2012-02-24,0.0,27.52,37.97,19.53,25.24,2.49
2012-02-25,0.0,27.96,38.9,19.92,20.98,2.84
2012-02-26,0.0,28.6,40.33,19.45,20.81,2.48
2012-02-27,0.0,27.93,37.85,20.92,25.51,2.34
2012-02-28,0.0,26.18,36.0,19.32,33.42,2.16
2012-02-29,0.0,24.81,33.38,17.74,51.33,1.85
2012-03-01,0.0,24.09,32.65,17.95,54.73,1.78
2012-03-02,0.0,23.11,31.72,16.0,64.03,2.03
2012-03-03,0.0,24.68,33.9,17.85,62.65,2.17
2012-03-04,0.0,26.68,38.21,17.55,50.22,2.32
2012-03-05,0.0,28.01,39.39,19.85,36.61,2.27
2012-03-06,0.0,25.9,34.65,19.91,48.54,2.42
2012-03-07,0.0,24.38,33.27,17.91,59.84,2.17
2012-03-08,0.0,23.52,31.3,17.57,57.22,2.38
2012-03-09,0.0,23.73,33.0,16.53,44.54,2.1
2012-03-10,0.0,24.62,35.98,15.51,24.04,2.1
2012-03-11,0.0,24.85,34.31,17.58,33.67,2.03
2012-03-12,0.0,25.71,34.9,18.15,43.28,2.11
2012-03-13,0.0,27.28,38.23,17.81,32.49,2.98
2012-03-14,0.0,29.22,40.63,20.6,17.76,3.39
2012-03-15,0.0,29.03,39.74,20.15,17.89,2.13
2012-03-16,0.0,29.52,40.24,21.53,25.32,1.95
2012-03-17,0.0,29.0,38.56,22.53,34.08,2.11
2012-03-18,0.0,28.85,38.65,22.03,29.86,2.45
2012-03-19,0.0,28.36,39.1,20.12,34.83,2.39
2012-03-20,0.0,28.98,39.68,20.11,38.28,2.71
2012-03-21,0.0,28.77,39.35,21.09,27.21,2.78
2012-03-22,0.0,28.97,40.28,20.13,24.32,2.48
2012-03-23,0.0,29.85,41.2,20.98,18.56,2.27
2012-03-24,0.0,31.46,42.93,22.19,14.85,2.94
2012-03-25,0.0,31.22,42.45,22.32,15.28,2.82
2012-03-26,0.0,31.01,41.9,22.62,19.25,2.16
2012-03-27,0.0,30.61,41.56,23.22,27.8,1.99
2012-03-28,0.0,31.17,42.15,23.37,38.27,1.83
2012-03-29,0.0,30.89,41.1,24.2,49.85,2.04
2012-03-30,0.0,29.5,38.22,22.82,60.73,2.1
2012-03-31,0.0,29.78,38.89,22.51,57.26,2.12
2012-04-01,0.0,31.19,41.89,23.09,47.8,2.15
2012-04-02,0.0,31.34,41.53,24.17,50.84,1.9
2012-04-03,0.0,30.84,39.41,24.43,58.02,2.03
2012-04-04,0.0,30.88,39.78,24.83,58.23,1.91
2012-04-05,0.01,30.25,38.95,23.83,59.18,1.99
2012-04-06,0.0,29.62,38.46,22.62,54.71,2.08
2012-04-07,0.0,29.33,38.73,21.74,54.62,1.97
2012-04-08,0.0,30.22,40.65,22.24,52.36,2.07
2012-04-09,0.0,30.43,39.26,24.23,52.73,1.97
2012-04-10,0.0,30.29,38.78,24.06,58.64,1.93
2012-04-11,0.0,29.66,37.34,24.22,60.66,1.79
2012-04-12,0.0,29.29,37.2,22.7,59.73,2.05
2012-04-13,0.0,29.15,36.42,23.09,56.34,2.05
2012-04-14,0.0,30.95,40.63,23.09,48.49,2.44
2012-04-15,0.0,31.99,41.61,24.75,41.53,2.94
2012-04-16,0.03,32.62,41.31,26.62,41.67,2.21
2012-04-17,1.4,30.24,35.6,25.33,56.02,1.92
2012-04-18,0.0,29.84,37.97,24.1,56.52,2.26
2012-04-19,0.29,29.86,35.74,25.44,54.18,0.93
2012-04-20,0.71,32.04,39.66,26.05,39.15,2.45
2012-04-21,0.01,32.99,39.43,27.87,39.47,2.5
2012-04-22,0.0,31.22,39.66,25.15,49.62,3.42
2012-04-23,0.0,29.47,38.47,22.7,54.46,2.66
2012-04-24,0.0,29.4,37.43,23.03,61.56,2.73
2012-04-25,0.0,29.93,38.71,22.62,58.9,2.65
2012-04-26,0.0,30.74,39.63,23.2,52.5,2.96
2012-04-27,0.0,31.17,39.9,24.08,47.76,3.2
2012-04-28,0.0,30.68,39.66,23.47,54.52,2.87
2012-04-29,0.0,29.88,38.08,23.06,58.51,2.73
2012-04-30,0.0,29.99,38.47,23.75,61.01,2.5
2012-05-01,0.0,29.81,37.43,24.51,61.01,2.37
2012-05-02,0.0,29.53,37.54,23.66,61.18,2.24
2012-05-03,0.0,29.93,38.31,24.17,61.34,2.32
2012-05-04,0.0,29.45,36.51,24.78,62.59,3.26
2012-05-05,0.0,29.6,36.29,24.68,61.26,3.47
2012-05-06,0.0,29.32,35.19,25.31,59.48,3.06
2012-05-07,0.0,30.05,36.88,24.7,57.85,2.82
2012-05-08,0.01,30.44,38.39,25.23,60.79,3.21
2012-05-09,0.07,30.47,37.92,25.99,61.97,3.04
2012-05-10,0.04,30.32,37.53,25.91,63.13,3.06
2012-05-11,0.14,31.04,38.9,25.78,59.63,3.27
2012-05-12,1.56,30.36,37.66,25.73,62.35,3.11
2012-05-13,0.0,30.09,37.42,25.65,57.29,2.61
2012-05-14,0.0,30.2,37.53,24.22,59.34,2.68
2012-05-15,0.0,31.05,38.61,25.41,60.61,3.08
2012-05-16,0.0,30.46,38.14,25.36,61.87,2.76
2012-05-17,0.0,30.5,38.33,24.94,59.97,2.57
2012-05-18,0.0,30.84,39.01,24.39,58.04,3.01
2012-05-19,0.0,30.92,38.78,24.99,61.67,3.19
2012-05-20,0.0,30.89,39.2,25.01,64.31,3.04
2012-05-21,0.0,30.57,37.49,25.56,62.39,2.91
2012-05-22,0.0,30.57,38.17,24.96,63.41,2.93
2012-05-23,0.0,30.81,38.03,26.13,62.51,3.08
2012-05-24,0.0,30.97,38.55,25.89,61.52,3.1
2012-05-25,0.0,30.78,37.51,26.29,62.21,3.15
2012-05-26,0.0,31.06,37.91,26.65,62.45,3.51
2012-05-27,0.0,30.93,37.51,27.04,62.15,3.74
2012-05-28,0.0,31.02,37.44,26.74,61.5,3.27
2012-05-29,0.0,31.09,37.48,26.58,59.47,3.29
2012-05-30,0.0,30.23,36.15,26.32,63.77,3.52
2012-05-31,0.0,29.92,35.43,25.99,62.67,3.58
2012-06-01,0.0,30.74,37.03,26.46,61.0,3.51
2012-06-02,0.0,31.03,36.8,27.22,62.98,3.75
2012-06-03,0.0,31.11,36.82,27.17,62.34,3.79
2012-06-04,0.0,31.52,37.45,27.13,63.0,3.46
2012-06-05,0.24,30.97,35.81,27.85,64.74,3.04
2012-06-06,9.95,29.12,32.22,26.13,66.93,3.28
2012-06-07,3.54,29.27,34.68,25.4,66.28,2.62
2012-06-08,3.39,29.38,34.74,25.18,66.66,2.61
2012-06-09,5.1,29.52,34.16,26.14,73.08,3.41
2012-06-10,2.39,29.47,33.52,26.52,74.09,4.17
2012-06-11,6.24,29.12,33.1,26.44,76.77,4.46
2012-06-12,0.0,29.68,34.13,26.79,74.39,2.87
2012-06-13,0.04,29.41,33.94,26.67,73.48,4.07
2012-06-14,0.54,30.43,36.28,25.94,66.32,4.74
2012-06-15,3.49,29.88,34.46,26.66,71.68,4.72
2012-06-16,24.36,29.26,33.51,26.81,76.56,4.25
2012-06-17,52.27,27.55,29.44,26.05,85.86,5.81
2012-06-18,10.41,27.81,29.4,26.4,86.9,4.81
