date,PRECTOTCORR,T2M,T2M_MAX,T2M_MIN,RH2M,WS2M
2013-06-19,35.97,26.52,28.13,25.35,92.02,2.81
2013-06-20,4.98,26.92,29.1,25.25,90.14,2.69
2013-06-21,4.06,27.05,29.23,25.38,89.17,3.13
2013-06-22,3.62,26.97,28.95,25.36,89.14,2.98
2013-06-23,11.22,27.0,29.26,25.38,89.43,3.34
2013-06-24,37.81,27.18,29.15,25.69,89.05,3.51
2013-06-25,53.82,26.57,28.12,25.66,92.3,3.87
2013-06-26,25.85,26.61,27.97,25.67,92.22,3.97
2013-06-27,10.68,26.63,28.46,25.45,90.27,4.47
2013-06-28,12.77,26.71,28.95,25.28,88.82,5.03
2013-06-29,7.4,26.52,28.14,25.35,90.84,4.95
2013-06-30,6.39,26.57,28.2,25.55,90.62,4.95
2013-07-01,11.61,26.55,28.29,25.33,89.59,4.8
2013-07-02,10.71,26.47,27.94,25.21,91.33,3.73
2013-07-03,20.37,26.43,27.85,25.69,91.61,4.36
2013-07-04,11.56,26.35,27.81,24.81,89.81,4.0
2013-07-05,2.77,26.71,28.88,24.83,89.14,3.96
2013-07-06,7.79,26.54,28.52,25.32,90.51,3.92
2013-07-07,8.55,26.5,28.53,25.17,90.46,3.66
2013-07-08,14.51,26.34,28.35,24.94,90.97,3.85
2013-07-09,15.08,26.37,28.56,25.0,90.32,4.19
2013-07-10,27.74,25.75,26.8,25.11,92.88,4.56
2013-07-11,48.15,25.74,26.84,24.94,92.78,4.25
2013-07-12,77.54,25.69,27.35,24.42,92.9,3.73
2013-07-13,23.98,25.64,27.48,24.05,91.65,3.65
2013-07-14,5.9,25.98,27.95,24.55,90.92,3.36
2013-07-15,4.75,26.07,27.91,24.75,90.92,3.39
2013-07-16,22.36,25.93,27.53,24.88,91.76,4.0
2013-07-17,48.86,25.55,26.42,24.76,93.68,4.12
2013-07-18,22.06,26.17,28.24,24.82,90.97,4.96
2013-07-19,44.89,25.84,27.06,24.99,93.16,4.44
2013-07-20,70.75,25.65,26.82,24.95,93.55,4.79
2013-07-21,35.31,25.7,27.15,24.86,92.87,4.56
2013-07-22,36.83,25.47,26.35,24.83,93.21,4.52
2013-07-23,150.5,25.49,26.69,24.74,93.58,5.0
2013-07-24,49.61,25.34,26.41,24.59,93.4,5.77
2013-07-25,16.77,25.63,26.86,24.8,92.17,5.69
2013-07-26,12.76,25.51,26.88,24.59,92.12,5.18
2013-07-27,14.28,25.87,27.33,24.58,92.01,4.76
2013-07-28,11.65,26.05,27.8,24.94,91.02,5.43
2013-07-29,7.45,25.96,27.89,24.76,90.2,5.01
2013-07-30,20.56,25.51,27.4,24.44,90.46,5.41
2013-07-31,26.78,25.22,26.92,24.14,91.97,4.81
2013-08-01,67.46,25.05,25.7,24.39,94.07,4.72
2013-08-02,27.45,24.94,25.88,24.28,93.54,4.46
2013-08-03,8.21,25.52,27.6,23.93,91.47,3.89
2013-08-04,5.02,25.41,27.76,23.73,91.12,3.15
2013-08-05,1.36,25.74,28.13,23.67,89.83,2.77
2013-08-06,5.25,25.52,27.37,24.03,90.86,2.7
2013-08-07,7.19,25.89,28.03,24.13,90.02,3.29
2013-08-08,7.45,25.83,27.78,24.26,89.44,3.43
2013-08-09,8.66,25.7,27.64,24.52,90.01,3.55
2013-08-10,6.05,25.55,27.37,24.43,90.68,3.95
2013-08-11,4.75,25.57,27.75,24.18,89.74,4.16
2013-08-12,4.29,25.63,27.97,24.03,89.8,4.2
2013-08-13,10.29,25.6,27.74,24.4,90.79,3.87
2013-08-14,10.21,25.67,28.0,24.32,89.87,4.14
2013-08-15,2.13,25.98,28.85,24.22,89.44,3.47
2013-08-16,3.91,25.87,28.35,24.15,90.47,3.06
2013-08-17,7.52,25.95,28.28,24.36,91.14,3.06
2013-08-18,3.55,25.74,28.02,24.34,91.66,3.14
2013-08-19,1.76,25.95,28.85,23.97,89.15,3.35
2013-08-20,0.44,25.78,27.99,24.2,89.49,3.63
2013-08-21,0.76,25.95,28.41,24.35,87.9,3.94
2013-08-22,2.07,25.81,28.06,24.11,88.87,3.35
2013-08-23,5.68,25.82,27.99,24.46,88.65,3.62
2013-08-24,6.75,26.08,28.95,24.14,88.19,3.46
2013-08-25,9.9,25.78,28.13,24.08,89.38,3.02
2013-08-26,2.24,25.78,28.27,23.81,90.21,2.56
2013-08-27,1.14,26.06,28.76,23.96,88.49,2.36
2013-08-28,1.93,26.11,29.12,24.17,88.45,2.37
2013-08-29,4.35,26.06,28.98,23.85,88.37,2.18
2013-08-30,6.12,25.98,28.74,23.96,88.48,2.53
2013-08-31,4.82,26.09,29.26,23.77,86.57,1.98
2013-09-01,0.23,26.12,29.67,23.82,84.45,1.49
2013-09-02,0.0,26.16,29.91,23.34,85.15,1.61
2013-09-03,0.71,25.96,29.03,23.73,86.12,1.95
2013-09-04,0.56,25.88,29.08,23.65,85.96,2.13
2013-09-05,7.54,25.71,28.82,23.32,87.13,2.22
2013-09-06,2.92,25.79,29.16,23.2,86.53,1.78
2013-09-07,0.56,25.78,28.92,23.61,86.14,1.75
2013-09-08,3.85,26.06,29.51,23.78,84.19,1.67
2013-09-09,14.01,25.87,29.02,23.55,87.37,2.1
2013-09-10,55.71,26.3,29.16,24.25,91.96,2.38
2013-09-11,15.51,26.97,30.98,24.33,89.35,2.05
2013-09-12,7.64,27.66,31.86,24.28,85.58,1.59
2013-09-13,13.91,27.76,32.12,24.91,86.84,1.58
2013-09-14,9.05,27.48,30.44,25.61,88.5,1.0
2013-09-15,30.18,26.53,29.01,24.8,90.97,1.64
2013-09-16,5.91,26.34,28.56,24.54,89.85,1.66
2013-09-17,7.14,26.51,29.26,24.21,90.33,2.06
2013-09-18,52.9,26.21,27.67,25.1,93.54,2.67
2013-09-19,12.7,26.66,28.68,25.35,93.05,2.38
2013-09-20,1.24,26.5,29.11,24.84,90.29,2.52
2013-09-21,0.02,26.18,28.96,24.42,87.89,2.93
2013-09-22,4.54,25.91,28.6,24.45,87.85,3.34
2013-09-23,22.14,25.61,27.38,24.33,89.34,3.36
2013-09-24,18.33,25.32,27.36,23.97,90.59,3.18
2013-09-25,10.74,25.4,27.87,23.89,89.96,2.74
2013-09-26,6.96,26.1,29.02,24.16,90.68,3.13
2013-09-27,6.13,25.92,29.07,23.96,90.53,2.61
2013-09-28,1.3,25.74,28.82,23.44,89.99,2.32
2013-09-29,2.32,25.98,28.81,24.04,89.48,2.7
2013-09-30,0.12,26.09,28.98,23.94,88.42,2.42
2013-10-01,0.73,25.97,29.02,23.77,86.04,2.0
2013-10-02,0.6,26.07,29.16,24.0,86.83,1.96
2013-10-03,2.45,26.41,30.04,23.66,89.88,1.82
2013-10-04,3.82,26.18,28.69,24.33,91.78,2.6
2013-10-05,3.09,26.17,30.23,23.3,87.64,1.63
2013-10-06,7.87,26.04,29.22,23.86,87.18,1.48
2013-10-07,9.57,26.02,29.89,22.89,84.22,1.15
2013-10-08,1.22,26.28,29.93,24.04,85.94,1.43
2013-10-09,0.85,25.72,28.66,23.72,88.46,2.11
2013-10-10,8.04,25.52,28.49,23.37,88.56,2.02
2013-10-11,5.16,25.69,28.94,23.3,87.02,1.56
2013-10-12,3.82,26.04,29.72,23.55,85.36,1.17
2013-10-13,4.52,26.18,29.77,23.63,87.09,1.4
2013-10-14,4.3,26.56,29.92,24.26,86.5,1.27
2013-10-15,17.02,26.55,30.41,23.84,86.44,1.29
2013-10-16,11.81,26.77,31.17,23.1,84.41,1.59
2013-10-17,1.44,27.15,32.58,22.58,79.39,1.86
2013-10-18,0.12,26.89,32.9,22.8,75.53,1.93
2013-10-19,0.0,26.9,33.44,21.51,72.51,2.1
2013-10-20,0.0,26.76,33.36,21.36,70.13,1.99
2013-10-21,0.0,25.99,32.47,20.72,68.71,2.0
2013-10-22,0.0,26.05,32.4,20.93,73.29,2.32
2013-10-23,0.0,25.77,31.73,20.89,76.68,2.39
2013-10-24,0.0,25.97,32.26,20.01,78.27,2.65
2013-10-25,0.11,26.97,32.15,22.89,81.86,1.78
2013-10-26,1.8,26.98,31.69,22.91,82.64,1.31
2013-10-27,0.22,27.02,31.1,23.99,81.71,1.28
2013-10-28,0.0,26.22,30.95,22.54,81.39,1.29
2013-10-29,0.0,25.91,31.48,21.69,78.31,1.14
2013-10-30,0.0,25.5,31.97,20.88,73.25,1.61
2013-10-31,0.0,24.58,31.14,19.46,75.0,1.86
2013-11-01,0.0,24.44,31.27,18.7,70.2,1.79
2013-11-02,0.0,24.52,31.84,18.48,72.5,2.37
2013-11-03,0.0,25.88,32.17,20.51,75.31,2.39
2013-11-04,0.0,26.43,31.87,22.35,75.69,2.41
2013-11-05,0.0,25.11,32.12,20.48,71.01,2.58
2013-11-06,0.0,25.04,30.76,19.96,70.7,1.88
2013-11-07,0.0,24.99,31.06,19.41,72.97,1.64
2013-11-08,0.0,25.84,31.06,21.87,75.3,1.31
2013-11-09,0.0,25.48,30.95,20.44,74.84,1.51
2013-11-10,0.0,24.89,30.77,20.45,71.1,2.28
2013-11-11,0.0,23.54,30.46,17.95,70.9,2.23
2013-11-12,0.0,23.57,30.69,18.21,70.75,1.8
2013-11-13,0.0,23.2,30.32,17.58,68.65,1.75
2013-11-14,0.0,23.44,30.54,17.72,68.99,1.79
2013-11-15,0.0,23.09,30.55,17.8,70.73,2.71
2013-11-16,0.0,22.6,29.62,17.59,68.47,2.81
2013-11-17,0.0,22.85,31.07,15.8,68.34,2.87
2013-11-18,0.0,25.42,31.73,20.16,75.22,2.44
2013-11-19,0.0,25.62,32.54,20.82,70.06,2.54
2013-11-20,0.0,22.98,31.13,17.58,63.62,2.25
2013-11-21,0.0,22.59,30.8,15.92,63.78,1.95
2013-11-22,0.0,23.17,30.97,17.22,66.14,2.12
2013-11-23,0.0,23.23,31.4,17.64,69.09,2.41
2013-11-24,1.18,24.83,31.58,19.03,75.55,1.52
2013-11-25,1.0,25.78,30.93,21.25,78.37,1.26
2013-11-26,2.02,26.04,31.65,22.07,79.51,1.7
2013-11-27,0.0,25.93,29.74,22.53,72.98,1.93
2013-11-28,0.0,23.53,31.24,18.56,61.53,2.78
2013-11-29,0.0,23.6,31.55,16.12,66.13,2.17
2013-11-30,0.0,26.1,31.58,21.87,75.7,2.03
2013-12-01,0.42,26.2,32.13,21.62,75.16,1.94
2013-12-02,1.76,26.0,31.35,22.25,77.73,1.74
2013-12-03,0.02,25.74,31.81,21.43,73.63,1.49
2013-12-04,0.0,26.2,32.04,21.95,72.33,1.74
2013-12-05,0.0,25.84,31.96,21.83,68.73,2.18
2013-12-06,0.0,24.13,31.45,18.98,65.34,2.28
2013-12-07,0.0,22.88,30.59,16.9,57.75,2.24
2013-12-08,0.0,21.72,30.58,15.09,59.27,2.3
2013-12-09,0.0,21.94,30.78,14.99,57.82,2.0
2013-12-10,0.0,22.33,31.26,15.71,57.06,1.96
2013-12-11,0.0,22.35,31.04,15.91,55.37,1.97
2013-12-12,0.0,21.77,30.6,15.34,52.59,2.59
2013-12-13,0.0,21.43,30.23,14.29,50.87,2.56
2013-12-14,0.0,22.01,31.43,14.65,51.06,2.07
2013-12-15,0.0,21.96,31.54,15.08,52.47,1.81
2013-12-16,0.0,21.86,31.22,14.62,56.03,1.77
2013-12-17,0.0,22.28,31.29,14.79,50.45,1.74
2013-12-18,0.0,21.73,31.17,14.66,52.06,2.05
2013-12-19,0.0,22.03,30.99,14.98,53.99,1.44
2013-12-20,0.0,21.7,30.09,15.37,60.38,1.45
2013-12-21,0.0,21.41,29.85,14.81,61.77,1.53
2013-12-22,0.0,21.38,30.84,14.37,53.26,1.63
2013-12-23,0.0,22.58,30.95,15.73,62.07,2.14
2013-12-24,0.0,23.59,31.41,17.55,61.91,2.39
2013-12-25,0.0,23.06,31.21,16.85,63.75,2.27
2013-12-26,0.0,23.33,30.98,17.43,62.86,2.09
2013-12-27,0.0,22.9,30.54,17.31,61.86,1.54
2013-12-28,0.0,21.73,29.8,16.22,63.34,1.77
2013-12-29,0.0,21.58,29.23,16.46,60.27,1.52
2013-12-30,0.0,22.11,28.68,17.32,68.94,1.57
2013-12-31,0.0,22.27,29.57,17.13,68.05,1.69
2014-01-01,0.0,23.11,31.53,16.83,64.54,2.33
2014-01-02,0.0,24.14,32.53,17.71,60.54,2.31
2014-01-03,0.0,24.0,32.45,17.85,60.46,2.35
2014-01-04,0.0,23.63,31.07,18.54,64.07,1.69
2014-01-05,0.0,22.0,29.73,16.26,59.47,1.99
2014-01-06,0.0,21.04,30.83,13.61,44.08,1.7
2014-01-07,0.0,22.98,32.55,15.99,59.23,2.07
2014-01-08,0.0,23.77,32.52,17.91,61.31,2.37
2014-01-09,0.0,22.77,31.34,17.49,68.62,1.65
2014-01-10,0.0,20.9,28.94,15.63,54.51,1.88
2014-01-11,0.0,18.64,27.58,11.8,50.51,1.96
2014-01-12,0.0,20.75,30.73,12.76,55.39,2.16
2014-01-13,0.0,22.31,30.76,15.89,65.55,1.6
2014-01-14,0.0,22.84,31.31,17.02,66.86,1.49
2014-01-15,0.0,22.48,31.13,16.75,56.84,1.82
2014-01-16,0.0,22.3,31.27,15.55,51.34,1.85
2014-01-17,0.0,21.6,28.75,16.88,61.12,1.94
2014-01-18,0.0,20.54,29.81,13.14,48.85,1.98
2014-01-19,0.0,22.3,31.7,14.71,55.6,2.33
2014-01-20,0.01,23.68,31.16,17.31,62.43,1.9
2014-01-21,0.57,22.73,27.46,19.64,72.45,1.5
2014-01-22,0.07,23.89,30.74,19.29,66.08,1.74
2014-01-23,0.09,24.3,31.76,18.84,63.73,2.21
2014-01-24,0.01,24.1,31.14,19.0,64.16,1.9
2014-01-25,0.0,25.27,33.7,18.91,59.27,2.32
2014-01-26,0.0,25.89,33.73,19.22,53.87,2.5
2014-01-27,0.0,25.93,33.27,19.96,46.53,3.24
2014-01-28,0.0,24.68,33.28,17.9,44.34,3.02
2014-01-29,0.0,24.4,34.02,16.76,40.45,2.45
2014-01-30,0.0,25.05,34.32,17.81,41.48,2.27
2014-01-31,0.0,25.68,34.1,19.55,40.59,2.32
2014-02-01,0.0,25.57,34.2,18.85,38.29,2.6
2014-02-02,0.0,25.58,33.76,18.88,38.37,2.63
2014-02-03,0.0,25.74,35.04,18.87,39.1,2.13
2014-02-04,0.0,25.76,35.75,18.26,40.71,2.1
2014-02-05,0.0,26.07,35.78,19.01,40.39,1.82
2014-02-06,0.0,25.39,34.48,18.87,47.38,2.04
2014-02-07,0.0,24.82,34.76,17.25,47.18,2.08
2014-02-08,0.0,24.05,32.98,18.11,51.06,2.26
2014-02-09,0.0,22.38,31.29,16.03,49.91,2.55
2014-02-10,0.0,21.9,30.9,14.22,38.0,2.57
2014-02-11,0.0,22.33,30.08,16.83,53.8,2.57
2014-02-12,0.0,22.51,31.3,14.92,49.68,2.19
2014-02-13,0.0,23.35,28.96,19.57,62.33,2.9
2014-02-14,0.06,23.35,28.89,19.84,54.29,2.57
2014-02-15,0.17,22.23,28.47,16.74,59.07,2.39
2014-02-16,0.0,21.99,28.84,16.43,57.28,2.28
2014-02-17,0.0,24.32,34.55,15.65,34.84,2.55
2014-02-18,0.0,25.52,35.84,16.72,30.02,2.99
2014-02-19,0.0,26.55,36.52,18.62,33.97,2.09
2014-02-20,0.0,26.15,34.51,19.92,42.57,1.95
2014-02-21,0.0,25.5,30.92,21.53,59.93,1.9
2014-02-22,0.0,24.42,30.78,19.9,63.51,2.02
2014-02-23,0.0,25.62,33.63,18.98,52.84,1.9
2014-02-24,0.01,27.61,36.65,20.65,49.18,2.95
2014-02-25,0.0,28.14,36.72,22.47,55.35,2.28
2014-02-26,0.18,27.29,35.07,21.76,58.95,1.83
2014-02-27,0.0,26.08,32.95,21.74,56.96,2.07
2014-02-28,0.0,24.0,30.54,19.37,51.33,2.25
2014-03-01,0.0,23.04,30.84,17.15,41.96,2.57
2014-03-02,0.0,24.36,34.38,15.17,28.87,2.57
2014-03-03,0.06,26.01,35.98,17.22,38.87,2.89
2014-03-04,0.24,26.43,34.17,20.55,56.61,2.75
2014-03-05,0.03,26.3,34.41,20.33,57.33,2.72
2014-03-06,0.08,25.91,33.59,19.83,58.88,1.84
2014-03-07,0.01,26.8,34.61,20.92,58.28,1.76
2014-03-08,0.07,27.42,34.75,22.15,57.3,1.91
2014-03-09,0.76,26.85,34.59,20.4,57.84,2.34
2014-03-10,0.05,26.94,34.78,21.09,53.09,1.89
2014-03-11,0.0,26.63,34.58,20.61,44.22,1.67
2014-03-12,0.3,28.59,38.11,20.28,34.14,1.91
2014-03-13,2.35,29.88,38.3,22.85,45.54,2.31
2014-03-14,0.01,30.51,39.34,23.72,43.22,2.45
2014-03-15,0.0,30.93,39.68,24.46,36.75,2.01
2014-03-16,0.0,31.68,40.18,25.01,35.31,2.22
2014-03-17,0.0,30.99,36.61,26.95,34.35,2.64
2014-03-18,0.0,30.27,38.87,23.66,36.65,2.91
2014-03-19,0.0,31.25,41.38,23.32,26.74,2.37
2014-03-20,0.0,31.07,40.2,24.45,24.4,2.46
2014-03-21,0.0,28.69,37.44,21.9,43.45,2.54
2014-03-22,0.0,27.52,35.86,21.72,51.45,1.93
2014-03-23,0.0,27.89,37.86,19.86,54.31,2.1
2014-03-24,0.0,28.23,37.11,21.2,58.18,2.32
2014-03-25,0.0,28.56,37.33,21.49,51.81,2.21
2014-03-26,0.0,29.16,38.92,21.23,47.02,2.53
2014-03-27,0.0,29.53,39.53,22.21,50.06,2.38
2014-03-28,0.0,29.28,38.28,22.45,50.6,2.53
2014-03-29,0.0,30.05,39.42,22.16,40.48,2.68
2014-03-30,0.0,31.19,41.48,23.38,35.05,2.66
2014-03-31,0.0,30.21,39.56,23.87,49.13,2.35
2014-04-01,0.0,29.08,37.95,22.31,49.04,2.44
2014-04-02,0.0,29.12,38.49,21.7,51.19,2.37
2014-04-03,0.0,30.26,40.64,21.6,41.66,2.73
2014-04-04,0.0,32.23,43.51,22.73,35.8,2.24
2014-04-05,0.0,31.77,42.35,23.83,41.71,1.88
2014-04-06,0.0,30.77,40.36,23.31,47.15,2.03
2014-04-07,0.0,30.22,37.64,24.88,52.51,2.02
2014-04-08,0.0,30.0,38.78,24.56,52.68,1.71
2014-04-09,0.0,29.52,37.51,23.78,48.54,1.84
2014-04-10,0.0,29.31,38.26,23.22,46.2,1.89
2014-04-11,0.0,28.87,38.08,21.56,47.15,2.33
2014-04-12,0.0,28.68,37.97,20.99,47.06,2.15
2014-04-13,0.0,28.74,37.64,22.34,49.21,1.8
2014-04-14,0.0,28.73,37.67,22.33,46.85,1.95
2014-04-15,0.0,29.25,37.97,23.26,48.3,1.75
2014-04-16,0.0,30.13,40.29,23.82,55.06,1.89
2014-04-17,0.0,29.47,37.78,24.46,59.21,2.18
2014-04-18,0.0,29.18,37.52,23.81,62.58,1.92
2014-04-19,0.09,30.46,39.0,24.87,55.91,2.09
2014-04-20,0.0,32.08,41.43,24.41,51.63,2.07
2014-04-21,1.46,32.83,41.64,25.23,45.2,1.76
2014-04-22,0.5,33.36,40.68,27.95,41.15,1.71
2014-04-23,0.0,34.45,43.02,27.7,33.65,2.17
2014-04-24,0.0,33.66,42.02,28.02,36.2,2.32
2014-04-25,0.0,31.72,40.32,24.92,49.79,2.22
2014-04-26,0.0,31.69,40.71,24.19,49.92,2.23
2014-04-27,0.0,32.09,41.06,25.01,53.61,2.05
2014-04-28,0.0,31.82,39.91,25.85,56.35,2.02
2014-04-29,0.0,32.21,40.33,26.4,54.95,2.26
2014-04-30,0.05,31.72,39.45,26.15,56.5,2.25
2014-05-01,0.01,31.87,39.74,26.39,52.65,2.33
2014-05-02,0.0,31.11,39.2,25.51,56.13,2.16
2014-05-03,0.13,31.96,40.5,26.31,47.59,1.89
2014-05-04,0.0,31.6,40.34,24.67,51.62,2.33
2014-05-05,0.0,31.51,39.83,24.2,53.63,2.55
2014-05-06,0.0,32.83,41.05,25.62,46.29,2.05
2014-05-07,1.02,33.45,41.48,27.66,48.37,1.97
2014-05-08,0.21,32.29,37.56,28.91,53.1,2.05
2014-05-09,0.59,32.05,38.02,27.86,53.91,2.56
2014-05-10,0.19,30.7,37.85,25.45,54.95,2.66
2014-05-11,0.0,30.37,37.78,24.65,53.76,2.51
2014-05-12,0.0,30.39,37.26,25.39,57.0,2.47
2014-05-13,0.0,30.36,37.25,25.13,59.24,2.78
2014-05-14,0.03,30.36,37.18,25.06,59.16,2.99
2014-05-15,0.43,30.86,37.82,25.58,57.13,3.14
2014-05-16,0.0,30.78,37.77,25.66,59.77,2.84
2014-05-17,0.65,31.22,39.1,25.92,58.74,2.53
2014-05-18,0.58,31.51,37.54,26.94,58.85,2.79
2014-05-19,0.0,31.82,36.83,27.82,58.99,2.42
2014-05-20,0.0,32.66,39.66,27.98,54.27,2.28
2014-05-21,0.0,31.71,38.59,27.25,57.45,2.33
2014-05-22,0.0,31.37,38.0,26.62,57.42,2.69
2014-05-23,0.0,31.59,38.72,26.54,56.36,2.61
2014-05-24,0.0,31.83,39.87,25.86,54.65,2.68
2014-05-25,0.0,31.51,38.79,25.89,58.13,2.63
2014-05-26,0.0,32.25,40.29,26.56,58.29,2.52
2014-05-27,3.85,30.95,36.48,27.72,64.8,2.33
2014-05-28,4.25,31.38,38.12,26.98,62.46,2.0
2014-05-29,0.86,31.25,37.25,27.11,63.89,2.4
2014-05-30,0.01,31.12,36.91,27.79,63.06,2.86
2014-05-31,0.0,31.0,37.8,26.13,60.36,2.62
2014-06-01,0.0,31.37,38.23,26.25,61.37,2.79
2014-06-02,0.06,32.12,39.51,27.23,61.53,2.99
2014-06-03,1.47,31.2,35.44,28.31,66.19,2.47
2014-06-04,3.01,31.18,35.94,27.6,65.91,2.28
2014-06-05,0.54,31.37,36.83,27.82,62.88,2.62
2014-06-06,0.02,31.41,37.0,27.02,60.89,3.03
2014-06-07,0.0,31.35,36.28,27.05,60.75,3.05
2014-06-08,0.0,31.85,37.78,27.63,59.58,3.3
2014-06-09,2.91,32.19,37.89,28.49,63.57,4.06
2014-06-10,5.15,31.66,38.02,28.03,63.91,4.52
2014-06-11,0.15,31.16,35.76,27.55,64.06,5.54
2014-06-12,3.39,31.08,36.65,27.55,62.34,5.0
2014-06-13,3.97,30.41,35.18,26.93,66.64,4.27
2014-06-14,7.45,30.05,34.47,26.85,71.6,4.13
2014-06-15,11.39,29.72,33.74,26.94,74.72,4.84
2014-06-16,20.68,29.17,32.13,27.07,78.77,4.8
2014-06-17,6.52,29.49,33.5,26.62,74.2,4.74
2014-06-18,2.57,29.64,33.62,26.75,73.07,4.7
2014-06-19,4.69,29.31,33.04,26.78,75.5,4.65
2014-06-20,0.77,29.56,33.06,27.07,73.57,5.18
2014-06-21,0.06,29.76,33.62,26.98,73.01,5.52
2014-06-22,0.0,29.55,33.47,27.08,72.69,5.48
2014-06-23,0.0,29.55,33.6,26.73,73.17,5.24
2014-06-24,0.0,29.67,33.69,26.94,70.74,4.91
2014-06-25,0.22,29.79,33.9,26.97,69.74,4.6
2014-06-26,0.04,29.94,34.41,26.79,69.32,3.38
2014-06-27,0.0,30.11,35.28,26.4,68.65,2.67
2014-06-28,0.0,30.22,35.3,26.18,67.25,2.91
2014-06-29,0.0,30.13,34.79,26.9,67.54,3.28
2014-06-30,0.76,29.8,34.51,26.33,69.05,3.4
2014-07-01,5.22,29.81,34.16,26.9,69.74,3.61
2014-07-02,2.77,29.52,33.79,26.69,71.45,4.11
2014-07-03,23.98,28.65,32.18,26.3,78.1,4.03
2014-07-04,12.95,28.76,32.4,25.95,78.01,3.43
2014-07-05,0.87,29.23,33.66,26.29,74.85,2.72
2014-07-06,2.26,28.81,31.26,26.72,77.79,2.58
2014-07-07,52.35,27.9,30.46,26.35,84.54,2.78
2014-07-08,21.65,27.77,30.15,25.93,85.03,2.83
2014-07-09,24.79,27.53,29.54,26.07,85.62,2.87
2014-07-10,36.27,27.2,29.82,25.29,85.64,3.52
2014-07-11,63.86,27.07,29.51,25.32,88.82,5.32
2014-07-12,60.69,26.57,28.45,25.37,90.54,4.33
2014-07-13,26.12,27.28,30.14,25.26,87.64,3.75
2014-07-14,20.59,26.98,29.05,25.66,89.01,3.61
2014-07-15,94.96,26.77,28.58,25.66,91.5,4.82
2014-07-16,61.19,26.4,27.82,25.52,90.95,5.7
2014-07-17,42.7,27.1,28.84,25.8,89.63,6.15
2014-07-18,25.76,26.97,29.09,25.88,89.32,5.98
2014-07-19,12.99,26.65,28.25,25.52,89.12,5.31
2014-07-20,10.03,26.68,28.59,25.36,88.62,5.11
2014-07-21,32.03,26.49,28.3,25.16,88.73,4.75
2014-07-22,25.73,26.18,27.41,25.39,90.53,4.58
2014-07-23,38.06,26.19,27.49,25.37,90.99,5.11
2014-07-24,7.6,26.63,28.76,25.26,88.39,4.87
2014-07-25,7.78,26.72,29.26,24.98,88.43,4.14
2014-07-26,3.16,26.77,29.23,24.89,88.34,3.5
2014-07-27,83.23,26.57,28.57,25.21,89.96,4.51
2014-07-28,125.79,26.01,26.86,25.39,93.28,5.12
2014-07-29,143.36,25.99,26.86,25.28,93.07,5.61
2014-07-30,131.54,26.19,27.45,25.39,93.23,4.77
2014-07-31,98.12,26.02,26.96,25.3,93.75,3.78
2014-08-01,24.39,26.4,28.47,24.94,90.68,4.42
2014-08-02,23.86,26.17,28.01,24.71,90.82,5.08
2014-08-03,33.78,26.35,28.3,24.97,90.57,4.94
2014-08-04,53.59,25.9,27.29,24.77,92.41,4.66
2014-08-05,31.18,25.87,27.34,24.77,91.52,4.69
2014-08-06,28.52,25.68,27.16,24.7,92.27,4.57
2014-08-07,16.11,26.02,28.06,24.65,90.97,4.61
2014-08-08,7.68,25.96,28.53,24.47,90.43,3.98
2014-08-09,13.31,26.08,28.65,24.35,89.81,3.72
2014-08-10,8.23,26.18,28.64,24.45,90.03,3.4
2014-08-11,4.29,26.07,28.67,24.19,89.81,2.69
2014-08-12,2.21,26.12,28.73,24.13,89.12,3.28
2014-08-13,0.67,26.07,28.74,24.16,88.41,3.53
2014-08-14,7.94,26.1,28.62,24.38,89.05,3.97
2014-08-15,8.32,26.12,28.75,24.46,88.63,4.35
2014-08-16,4.06,26.06,28.61,24.49,87.96,3.99
2014-08-17,1.92,25.96,28.65,24.24,88.51,2.52
2014-08-18,1.36,26.17,29.44,23.88,86.92,1.4
2014-08-19,16.1,26.59,30.32,23.75,88.16,1.99
2014-08-20,15.48,26.8,30.14,24.59,90.84,2.23
2014-08-21,13.17,26.48,28.61,25.3,92.81,2.53
2014-08-22,45.9,26.5,28.9,24.83,92.25,1.62
2014-08-23,26.26,27.43,31.11,24.92,88.72,1.98
2014-08-24,54.01,27.47,31.6,24.77,88.29,1.77
2014-08-25,16.55,26.78,29.06,25.18,91.49,1.75
2014-08-26,17.86,26.04,27.69,24.71,91.15,1.88
2014-08-27,12.31,25.43,27.36,24.24,91.17,2.19
2014-08-28,9.75,25.27,27.23,23.85,90.69,1.76
2014-08-29,35.25,25.91,28.35,24.01,91.73,1.82
2014-08-30,20.77,25.76,27.27,24.55,93.69,2.46
2014-08-31,65.83,26.03,27.3,25.06,94.96,3.3
2014-09-01,48.82,25.49,26.36,24.66,94.35,3.62
2014-09-02,26.75,25.95,28.03,24.47,91.35,5.1
2014-09-03,13.9,26.43,28.87,24.62,91.39,4.93
2014-09-04,18.75,26.26,28.23,25.04,91.02,4.81
2014-09-05,24.14,26.2,28.6,24.8,90.98,3.68
2014-09-06,4.95,25.95,28.15,24.65,91.08,2.69
2014-09-07,2.66,25.71,28.23,24.13,90.13,2.48
2014-09-08,31.13,25.49,26.84,24.65,92.76,2.97
2014-09-09,10.67,25.34,27.32,23.37,90.4,3.24
2014-09-10,12.73,25.15,27.64,22.91,89.78,2.09
2014-09-11,3.14,25.72,28.96,23.44,87.37,1.89
